AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.010627758076734975,0.012361997195653748,0.014272925509016276,Dual Bandit log (alpha = 0.0),50
0.009946226832460598,0.011612521853838112,0.013453024998300067,Dual Bandit log (alpha = 0.8),50
0.009716913846567596,0.01137270469545998,0.013204466604408395,Dual Bandit log (alpha = 0.85),50
