AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.010054170244701092,0.011721906528542061,0.013562345253875747,Dual Bandit log (alpha = 0.0),50
0.00906236606051063,0.010657119929326449,0.012426745070423989,Dual Bandit log (alpha = 0.8),50
0.01035295541502769,0.012064382881053513,0.013952393304911217,Dual Bandit log (alpha = 0.85),50
