AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.008281491865337475,0.009789679063909837,0.01146886499158255,Dual Bandit no log (alpha = 0.0),50
0.008927030568744597,0.010498094898027286,0.01224147723613867,Dual Bandit no log (alpha = 0.8),50
0.009273219177851079,0.010870318377603631,0.012638970497664229,Dual Bandit no log (alpha = 0.85),50
