AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.008281491865337475,0.009789679063909837,0.01146886499158255,POEM no log (variance_penalisation_strength = 0.0),50
0.008201519429843077,0.009701045204226624,0.01137123955851254,POEM no log (variance_penalisation_strength = 0.05),50
0.007897370103500568,0.00937061370555083,0.011014812279505324,POEM no log (variance_penalisation_strength = 0.1),50
