AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.01255984285400494,0.014436195978857178,0.016487901211956018,POEM no log (variance_penalisation_strength = 0.0),50
0.01226816370335349,0.014121186299966792,0.01614926614620759,POEM no log (variance_penalisation_strength = 0.05),50
0.010392909970058291,0.01208906072627177,0.01395809659101025,POEM no log (variance_penalisation_strength = 0.1),50
