AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.010054170244701092,0.011721906528542061,0.013562345253875747,POEM log (variance_penalisation_strength = 0.0),50
0.010569591748756777,0.01228359638738755,0.014171210968670814,POEM log (variance_penalisation_strength = 0.05),50
0.010623398590138338,0.012330153446297927,0.014208251312987911,POEM log (variance_penalisation_strength = 0.1),50
