AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.011421072612899852,0.013201250761406451,0.01515489772098933,POEM log (variance_penalisation_strength = 0.0),50
0.011317785085355496,0.013081970579118408,0.015018099729962838,POEM log (variance_penalisation_strength = 0.05),50
0.01123734782241862,0.012994175857458375,0.014922729504528576,POEM log (variance_penalisation_strength = 0.1),50
