AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
0.011421072612899852,0.013201250761406451,0.01515489772098933,Dual Bandit log (alpha = 0.0),50
0.011014469654132377,0.012762318074200175,0.01468350013806382,Dual Bandit log (alpha = 0.8),50
0.01083618474154963,0.012587684656125787,0.014515980839918004,Dual Bandit log (alpha = 0.85),50
